Time,Subject,Behavior,Day,Media total length,Condition,Song,Period
58.336,UNB12_15_16,Preen,1,2411.3,NOGO,B,Pre
109.426,UNB12_15_16,Call,1,2411.3,NOGO,B,Pre
113.499,UNB12_15_16,Preen,1,2411.3,NOGO,B,Pre
119.665,UNB12_15_16,Call,1,2411.3,NOGO,B,Pre
121.702,UNB12_15_16,Call,1,2411.3,NOGO,B,Pre
127.309,UNB12_15_16,Poke,1,2411.3,NOGO,B,Pre
130.374,UNB12_15_16,Call,1,2411.3,NOGO,B,Pre
141.366,UNB12_15_16,Poke,1,2411.3,NOGO,B,Pre
152.101,UNB12_15_16,Preen,1,2411.3,NOGO,B,Pre
234.862,UNB12_15_16,Call,1,2411.3,NOGO,B,Pre
610.675,UNB12_15_16,Freeze,1,2411.3,NOGO,B,During
687.999,UNB12_15_16,Preen,1,2411.3,NOGO,B,During
692.365,UNB12_15_16,Puff,1,2411.3,NOGO,B,During
698.471,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
699.001,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
699.501,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
700.004,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
700.534,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
701.301,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
711.266,UNB12_15_16,Call,1,2411.3,NOGO,B,During
714.569,UNB12_15_16,Puff,1,2411.3,NOGO,B,During
715.098,UNB12_15_16,Call,1,2411.3,NOGO,B,During
717.133,UNB12_15_16,Call,1,2411.3,NOGO,B,During
719.169,UNB12_15_16,Call,1,2411.3,NOGO,B,During
719.935,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
720.2,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
720.701,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
722.503,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
725.303,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
727.101,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
731.7,UNB12_15_16,Call,1,2411.3,NOGO,B,During
733.999,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
734.503,UNB12_15_16,Call,1,2411.3,NOGO,B,During
735.509,UNB12_15_16,Call,1,2411.3,NOGO,B,During
736.533,UNB12_15_16,Call,1,2411.3,NOGO,B,During
739.6,UNB12_15_16,Call,1,2411.3,NOGO,B,During
740.105,UNB12_15_16,Call,1,2411.3,NOGO,B,During
740.872,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
741.135,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
741.402,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
742.668,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
743.193,UNB12_15_16,Call,1,2411.3,NOGO,B,During
747.768,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
748.035,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
749.301,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
750.067,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
750.601,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
753.901,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
755.702,UNB12_15_16,Puff,1,2411.3,NOGO,B,During
756.73,UNB12_15_16,Call,1,2411.3,NOGO,B,During
757.235,UNB12_15_16,Call,1,2411.3,NOGO,B,During
759.535,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
759.794,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
760.3,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
760.538,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
762.603,UNB12_15_16,Call,1,2411.3,NOGO,B,During
763.626,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
763.869,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
764.134,UNB12_15_16,Call,1,2411.3,NOGO,B,During
767.435,UNB12_15_16,Call,1,2411.3,NOGO,B,During
769.236,UNB12_15_16,Call,1,2411.3,NOGO,B,During
770.002,UNB12_15_16,Call,1,2411.3,NOGO,B,During
770.266,UNB12_15_16,Call,1,2411.3,NOGO,B,During
770.767,UNB12_15_16,Call,1,2411.3,NOGO,B,During
771.535,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
771.801,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
774.104,UNB12_15_16,Call,1,2411.3,NOGO,B,During
776.166,UNB12_15_16,Call,1,2411.3,NOGO,B,During
777.932,UNB12_15_16,Call,1,2411.3,NOGO,B,During
780.503,UNB12_15_16,Call,1,2411.3,NOGO,B,During
782.803,UNB12_15_16,Call,1,2411.3,NOGO,B,During
783.565,UNB12_15_16,Call,1,2411.3,NOGO,B,During
785.36,UNB12_15_16,Call,1,2411.3,NOGO,B,During
786.87,UNB12_15_16,Call,1,2411.3,NOGO,B,During
788.166,UNB12_15_16,Call,1,2411.3,NOGO,B,During
790.467,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
790.965,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
791.467,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
792.768,UNB12_15_16,Puff,1,2411.3,NOGO,B,During
793.001,UNB12_15_16,Call,1,2411.3,NOGO,B,During
794.034,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
794.532,UNB12_15_16,Call,1,2411.3,NOGO,B,During
795.067,UNB12_15_16,Call,1,2411.3,NOGO,B,During
796.335,UNB12_15_16,Call,1,2411.3,NOGO,B,During
797.603,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
798.132,UNB12_15_16,Call,1,2411.3,NOGO,B,During
799.133,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
801.963,UNB12_15_16,Call,1,2411.3,NOGO,B,During
802.965,UNB12_15_16,Call,1,2411.3,NOGO,B,During
803.495,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
804.765,UNB12_15_16,Call,1,2411.3,NOGO,B,During
805.535,UNB12_15_16,Hop,1,2411.3,NOGO,B,During
809.601,UNB12_15_16,Call,1,2411.3,NOGO,B,During
809.867,UNB12_15_16,Hop,1,2411.3,NOGO,B,During
810.367,UNB12_15_16,Call,1,2411.3,NOGO,B,During
811.4,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
811.668,UNB12_15_16,Call,1,2411.3,NOGO,B,During
812.165,UNB12_15_16,Call,1,2411.3,NOGO,B,During
812.433,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
813.201,UNB12_15_16,Call,1,2411.3,NOGO,B,During
815.234,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
815.501,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
817.268,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
820.334,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
820.863,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
824.434,UNB12_15_16,Call,1,2411.3,NOGO,B,During
824.674,UNB12_15_16,Call,1,2411.3,NOGO,B,During
825.202,UNB12_15_16,Call,1,2411.3,NOGO,B,During
825.967,UNB12_15_16,Call,1,2411.3,NOGO,B,During
826.205,UNB12_15_16,Call,1,2411.3,NOGO,B,During
828.003,UNB12_15_16,Call,1,2411.3,NOGO,B,During
829.802,UNB12_15_16,Call,1,2411.3,NOGO,B,During
830.059,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
830.568,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
834.135,UNB12_15_16,Call,1,2411.3,NOGO,B,During
838.735,UNB12_15_16,Call,1,2411.3,NOGO,B,During
839.766,UNB12_15_16,Call,1,2411.3,NOGO,B,During
843.333,UNB12_15_16,Call,1,2411.3,NOGO,B,During
845.874,UNB12_15_16,Call,1,2411.3,NOGO,B,During
847.405,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
847.67,UNB12_15_16,Call,1,2411.3,NOGO,B,During
848.96,UNB12_15_16,Puff,1,2411.3,NOGO,B,During
849.468,UNB12_15_16,Call,1,2411.3,NOGO,B,During
849.703,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
849.967,UNB12_15_16,Call,1,2411.3,NOGO,B,During
850.233,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
850.734,UNB12_15_16,Call,1,2411.3,NOGO,B,During
851.768,UNB12_15_16,Call,1,2411.3,NOGO,B,During
854.067,UNB12_15_16,Call,1,2411.3,NOGO,B,During
855.068,UNB12_15_16,Poke,1,2411.3,NOGO,B,During
856.367,UNB12_15_16,Call,1,2411.3,NOGO,B,During
857.901,UNB12_15_16,Call,1,2411.3,NOGO,B,During
858.135,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
858.402,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
859.168,UNB12_15_16,Call,1,2411.3,NOGO,B,During
859.935,UNB12_15_16,Call,1,2411.3,NOGO,B,During
862.233,UNB12_15_16,Call,1,2411.3,NOGO,B,During
863.004,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
863.263,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
863.766,UNB12_15_16,Call,1,2411.3,NOGO,B,During
864.267,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
864.796,UNB12_15_16,Call,1,2411.3,NOGO,B,During
865.036,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
865.562,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
866.065,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
866.569,UNB12_15_16,Call,1,2411.3,NOGO,B,During
867.073,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
867.333,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
867.603,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
868.1,UNB12_15_16,Call,1,2411.3,NOGO,B,During
870.136,UNB12_15_16,Call,1,2411.3,NOGO,B,During
870.665,UNB12_15_16,Call,1,2411.3,NOGO,B,During
873.467,UNB12_15_16,Call,1,2411.3,NOGO,B,During
875.431,UNB12_15_16,Call,1,2411.3,NOGO,B,During
877.969,UNB12_15_16,Call,1,2411.3,NOGO,B,During
878.999,UNB12_15_16,Call,1,2411.3,NOGO,B,During
879.501,UNB12_15_16,Call,1,2411.3,NOGO,B,During
880.533,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
881.032,UNB12_15_16,Call,1,2411.3,NOGO,B,During
882.067,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
882.305,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
882.57,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
883.337,UNB12_15_16,Call,1,2411.3,NOGO,B,During
884.103,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
884.367,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
885.567,UNB12_15_16,Call,1,2411.3,NOGO,B,During
886.333,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
886.836,UNB12_15_16,Call,1,2411.3,NOGO,B,During
887.866,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
888.131,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
888.368,UNB12_15_16,Call,1,2411.3,NOGO,B,During
889.903,UNB12_15_16,Call,1,2411.3,NOGO,B,During
890.932,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
891.176,UNB12_15_16,Call,1,2411.3,NOGO,B,During
891.7,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
893.233,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
893.495,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
894.001,UNB12_15_16,Call,1,2411.3,NOGO,B,During
894.767,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
895.028,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
895.267,UNB12_15_16,Call,1,2411.3,NOGO,B,During
895.267,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
896.538,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
897.304,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
897.835,UNB12_15_16,Call,1,2411.3,NOGO,B,During
900.902,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
902.367,UNB12_15_16,Call,1,2411.3,NOGO,B,During
904.166,UNB12_15_16,Call,1,2411.3,NOGO,B,During
905.433,UNB12_15_16,Call,1,2411.3,NOGO,B,During
907.769,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
908.268,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
908.799,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
910.331,UNB12_15_16,Call,1,2411.3,NOGO,B,During
911.096,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
911.337,UNB12_15_16,Call,1,2411.3,NOGO,B,During
912.369,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
912.628,UNB12_15_16,Call,1,2411.3,NOGO,B,During
913.395,UNB12_15_16,Call,1,2411.3,NOGO,B,During
914.669,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
914.928,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
915.433,UNB12_15_16,Call,1,2411.3,NOGO,B,During
915.936,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
916.441,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
917.206,UNB12_15_16,Call,1,2411.3,NOGO,B,During
918.5,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
919,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
920.799,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
923.6,UNB12_15_16,Call,1,2411.3,NOGO,B,During
924.1,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
925.633,UNB12_15_16,Call,1,2411.3,NOGO,B,During
926.167,UNB12_15_16,Call,1,2411.3,NOGO,B,During
926.932,UNB12_15_16,Hop,1,2411.3,NOGO,B,During
927.167,UNB12_15_16,Wall,1,2411.3,NOGO,B,During
927.935,UNB12_15_16,Hop,1,2411.3,NOGO,B,During
928.2,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
928.464,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
930.236,UNB12_15_16,Alarm,1,2411.3,NOGO,B,During
932.534,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
934.333,UNB12_15_16,Call,1,2411.3,NOGO,B,During
935.338,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
936.103,UNB12_15_16,Call,1,2411.3,NOGO,B,During
936.633,UNB12_15_16,Hop,1,2411.3,NOGO,B,During
937.4,UNB12_15_16,Wall,1,2411.3,NOGO,B,During
937.9,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
938.167,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
938.665,UNB12_15_16,Call,1,2411.3,NOGO,B,During
939.433,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
939.7,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
940.466,UNB12_15_16,Call,1,2411.3,NOGO,B,During
941.232,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
942.001,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
943.001,UNB12_15_16,Call,1,2411.3,NOGO,B,During
944.035,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
944.534,UNB12_15_16,Call,1,2411.3,NOGO,B,During
945.566,UNB12_15_16,Wall,1,2411.3,NOGO,B,During
946.834,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
947.1,UNB12_15_16,Call,1,2411.3,NOGO,B,During
948.369,UNB12_15_16,Call,1,2411.3,NOGO,B,During
949.404,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
949.665,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
951.432,UNB12_15_16,Wall,1,2411.3,NOGO,B,During
952.203,UNB12_15_16,Call,1,2411.3,NOGO,B,During
952.467,UNB12_15_16,Hop,1,2411.3,NOGO,B,During
952.729,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
953.232,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
953.473,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
954.261,UNB12_15_16,Call,1,2411.3,NOGO,B,During
955.27,UNB12_15_16,Call,1,2411.3,NOGO,B,During
956.302,UNB12_15_16,Call,1,2411.3,NOGO,B,During
957.067,UNB12_15_16,Wall,1,2411.3,NOGO,B,During
957.306,UNB12_15_16,Call,1,2411.3,NOGO,B,During
957.834,UNB12_15_16,Hop,1,2411.3,NOGO,B,During
958.072,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
958.334,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
958.839,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
960.634,UNB12_15_16,Call,1,2411.3,NOGO,B,During
960.902,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
961.404,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
962.669,UNB12_15_16,Call,1,2411.3,NOGO,B,During
964.734,UNB12_15_16,Wall,1,2411.3,NOGO,B,During
965.233,UNB12_15_16,Call,1,2411.3,NOGO,B,During
965.733,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
965.999,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
966.267,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
966.769,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
967.801,UNB12_15_16,Call,1,2411.3,NOGO,B,During
970.335,UNB12_15_16,Call,1,2411.3,NOGO,B,During
971.632,UNB12_15_16,Puff,1,2411.3,NOGO,B,During
971.865,UNB12_15_16,Call,1,2411.3,NOGO,B,During
972.633,UNB12_15_16,Wall,1,2411.3,NOGO,B,During
973.162,UNB12_15_16,Call,1,2411.3,NOGO,B,During
973.667,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
974.165,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
974.433,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
974.695,UNB12_15_16,Call,1,2411.3,NOGO,B,During
976.228,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
976.465,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
976.735,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
978.266,UNB12_15_16,Call,1,2411.3,NOGO,B,During
980.301,UNB12_15_16,Call,1,2411.3,NOGO,B,During
981.332,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
981.57,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
982.102,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
982.336,UNB12_15_16,Call,1,2411.3,NOGO,B,During
983.368,UNB12_15_16,Call,1,2411.3,NOGO,B,During
983.868,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
984.133,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
984.402,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
985.168,UNB12_15_16,Wall,1,2411.3,NOGO,B,During
986.701,UNB12_15_16,Hop,1,2411.3,NOGO,B,During
987.199,UNB12_15_16,Call,1,2411.3,NOGO,B,During
987.467,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
987.7,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
987.965,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
989.235,UNB12_15_16,Call,1,2411.3,NOGO,B,During
989.765,UNB12_15_16,Poke,1,2411.3,NOGO,B,During
990.004,UNB12_15_16,Call,1,2411.3,NOGO,B,During
993.598,UNB12_15_16,Call,1,2411.3,NOGO,B,During
995.128,UNB12_15_16,Call,1,2411.3,NOGO,B,During
995.896,UNB12_15_16,Call,1,2411.3,NOGO,B,During
996.904,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
997.166,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
997.405,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
997.665,UNB12_15_16,Call,1,2411.3,NOGO,B,During
998.193,UNB12_15_16,Call,1,2411.3,NOGO,B,During
998.94,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
999.204,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
999.466,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
999.707,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1000.233,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1000.472,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1001.001,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1001.499,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1002.535,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1003.803,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1005.568,UNB12_15_16,Wall,1,2411.3,NOGO,B,During
1006.335,UNB12_15_16,Hop,1,2411.3,NOGO,B,During
1006.601,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1006.835,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1007.101,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1007.865,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1008.134,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1008.635,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1013.496,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1017.766,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1018.767,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1019.302,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1020.566,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1020.566,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1021.068,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1021.334,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1021.6,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1022.366,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1022.866,UNB12_15_16,Puff,1,2411.3,NOGO,B,During
1023.634,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1024.666,UNB12_15_16,Wall,1,2411.3,NOGO,B,During
1025.167,UNB12_15_16,Hop,1,2411.3,NOGO,B,During
1025.431,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1025.666,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1025.934,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1026.199,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1027.2,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1027.467,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1027.73,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1027.969,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1028.233,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1029.5,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1029.765,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1030.006,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1030.27,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1030.795,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1031.539,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1032.067,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1032.307,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1033.602,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1033.86,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1034.367,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1034.87,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1035.133,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1037.934,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1039.466,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1040.234,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1040.733,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1041.265,UNB12_15_16,Wall,1,2411.3,NOGO,B,During
1042.532,UNB12_15_16,Hop,1,2411.3,NOGO,B,During
1043.568,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1043.568,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1043.802,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1044.066,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1045.599,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1046.367,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1047.633,UNB12_15_16,Wall,1,2411.3,NOGO,B,During
1048.404,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1048.669,UNB12_15_16,Hop,1,2411.3,NOGO,B,During
1051.208,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1051.995,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1053.766,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1054.293,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1054.533,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1054.802,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1056.593,UNB12_15_16,Wall,1,2411.3,NOGO,B,During
1057.601,UNB12_15_16,Hop,1,2411.3,NOGO,B,During
1058.101,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1058.365,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1058.869,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1060.167,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1061.168,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1062.467,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1062.7,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1063.233,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1063.467,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1064.233,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1064.499,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1064.766,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1065.768,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1066.035,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1066.803,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1068.836,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1070.129,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1070.634,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1076.504,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1078.037,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1079.565,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1081.1,UNB12_15_16,Puff,1,2411.3,NOGO,B,During
1081.368,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1082.368,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1082.637,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1083.133,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1083.402,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1084.433,UNB12_15_16,Call,1,2411.3,NOGO,B,During
1085.435,UNB12_15_16,Wall,1,2411.3,NOGO,B,During
1085.965,UNB12_15_16,Hop,1,2411.3,NOGO,B,During
1086.466,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1086.733,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1087.233,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1087.733,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1088.266,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
1088.501,UNB12_15_16,Scoot,1,2411.3,NOGO,B,During
