Time,Subject,Behavior,Day,Media total length,Condition,Song,Period
1183.565,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1184.071,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1184.337,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1185.366,UNB3_16_3,Wall,1,2582.2,NOGO,C,During
1185.87,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1187.901,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1188.17,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1188.937,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1189.202,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1190.47,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1190.735,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1190.968,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1192.003,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1192.77,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1193.537,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1198.134,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1198.397,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1198.637,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1199.403,UNB3_16_3,Wall,1,2582.2,NOGO,C,During
1200.17,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1201.965,UNB3_16_3,Poke,1,2582.2,NOGO,C,During
1202.972,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1204.504,UNB3_16_3,Poke,1,2582.2,NOGO,C,During
1209.635,UNB3_16_3,Poke,1,2582.2,NOGO,C,During
1214.999,UNB3_16_3,Poke,1,2582.2,NOGO,C,During
1218.063,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1219.598,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1220.601,UNB3_16_3,Poke,1,2582.2,NOGO,C,During
1221.368,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1224.193,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1225.204,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1226.235,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1226.737,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1227.239,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1227.504,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1228.004,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1228.27,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1228.534,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1230.301,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1231.068,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1231.332,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1233.367,UNB3_16_3,Feed,1,2582.2,NOGO,C,During
1233.901,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1233.901,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1236.268,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1236.765,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1237.034,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1237.267,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1237.537,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1238.8,UNB3_16_3,Wall,1,2582.2,NOGO,C,During
1240.101,UNB3_16_3,Poke,1,2582.2,NOGO,C,During
1242.636,UNB3_16_3,Poke,1,2582.2,NOGO,C,During
1244.697,UNB3_16_3,Poke,1,2582.2,NOGO,C,During
1245.702,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1247.763,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1248.507,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1249.036,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1250.061,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1250.304,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1251.336,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1251.836,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1252.1,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1253.126,UNB3_16_3,Poke,1,2582.2,NOGO,C,During
1256.204,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1256.468,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1256.967,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1257.47,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1257.735,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1258.236,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1258.504,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1259.265,UNB3_16_3,Wall,1,2582.2,NOGO,C,During
1261.067,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1261.3,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1261.832,UNB3_16_3,Poke,1,2582.2,NOGO,C,During
1263.101,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1263.101,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1263.601,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1266.165,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1266.43,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1266.667,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1268.73,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1269.237,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1269.237,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1271.269,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1272.032,UNB3_16_3,Feed,1,2582.2,NOGO,C,During
1273.836,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1274.599,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1276.371,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1280.468,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1280.734,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1281.734,UNB3_16_3,Feed,1,2582.2,NOGO,C,During
1284.033,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1284.302,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1285.837,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1286.098,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1288.629,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1289.395,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1292.461,UNB3_16_3,Preen,1,2582.2,NOGO,C,During
1295.503,UNB3_16_3,Puff,1,2582.2,NOGO,C,During
1296.8,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1297.038,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1297.3,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1298.065,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1299.335,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1299.6,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1299.6,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1300.635,UNB3_16_3,Feed,1,2582.2,NOGO,C,During
1304.97,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1305.469,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1306.235,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1308.036,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1309.062,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1309.569,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1310.837,UNB3_16_3,Wall,1,2582.2,NOGO,C,During
1311.362,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1311.604,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1313.401,UNB3_16_3,Poke,1,2582.2,NOGO,C,During
1317.468,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1318.257,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1318.5,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1321.835,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1325.666,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1327.199,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1327.435,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1327.704,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1328.732,UNB3_16_3,Wall,1,2582.2,NOGO,C,Post
1329.498,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1330.264,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1330.503,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1330.767,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1331.27,UNB3_16_3,Scoot,1,2582.2,NOGO,C,Post
1332.301,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1332.562,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1332.804,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1336.136,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1336.393,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1337.035,UNB3_16_3,Scoot,1,2582.2,NOGO,C,Post
1338.167,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1338.668,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1340.1,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1340.603,UNB3_16_3,Drink,1,2582.2,NOGO,C,Post
1341.37,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1341.895,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1342.133,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1343.428,UNB3_16_3,Poke,1,2582.2,NOGO,C,Post
1344.703,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1347.26,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1347.765,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1348.535,UNB3_16_3,Scoot,1,2582.2,NOGO,C,Post
1349.536,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1349.804,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1350.565,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1351.332,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1352.1,UNB3_16_3,Poke,1,2582.2,NOGO,C,Post
1352.602,UNB3_16_3,Scoot,1,2582.2,NOGO,C,Post
1353.368,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1353.899,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1354.134,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1355.432,UNB3_16_3,Scoot,1,2582.2,NOGO,C,Post
1356.201,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1356.435,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1357.732,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1357.969,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1358.733,UNB3_16_3,Scoot,1,2582.2,NOGO,C,Post
1359.769,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1360.03,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1360.27,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1361.036,UNB3_16_3,Scoot,1,2582.2,NOGO,C,Post
1362.836,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1363.096,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1363.337,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1363.862,UNB3_16_3,Scoot,1,2582.2,NOGO,C,Post
1365.135,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1365.632,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1366.666,UNB3_16_3,Scoot,1,2582.2,NOGO,C,Post
1367.694,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1367.934,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1368.699,UNB3_16_3,Scoot,1,2582.2,NOGO,C,Post
1379.934,UNB3_16_3,Poke,1,2582.2,NOGO,C,Post
1383.269,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1386.595,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1398.598,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1402.166,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1404.469,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1404.967,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1405.232,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1408.036,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1408.299,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1409.304,UNB3_16_3,Scoot,1,2582.2,NOGO,C,Post
1410.333,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1410.6,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1410.839,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1412.37,UNB3_16_3,Wall,1,2582.2,NOGO,C,Post
1414.67,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1414.933,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1415.2,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1415.965,UNB3_16_3,Scoot,1,2582.2,NOGO,C,Post
1416.465,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1419.268,UNB3_16_3,Poke,1,2582.2,NOGO,C,Post
1423.63,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1424.136,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1424.396,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1426.17,UNB3_16_3,Scoot,1,2582.2,NOGO,C,Post
1426.433,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1426.696,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1427.461,UNB3_16_3,Scoot,1,2582.2,NOGO,C,Post
1427.966,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1428.469,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1428.972,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1430.766,UNB3_16_3,Scoot,1,2582.2,NOGO,C,Post
1431.033,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1433.069,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1433.932,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1434.174,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1434.432,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1434.94,UNB3_16_3,Scoot,1,2582.2,NOGO,C,Post
1435.204,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1435.728,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1437.003,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1437.26,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1438.266,UNB3_16_3,Scoot,1,2582.2,NOGO,C,Post
1438.535,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1438.793,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1440.066,UNB3_16_3,Scoot,1,2582.2,NOGO,C,Post
1441.332,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1441.835,UNB3_16_3,Scoot,1,2582.2,NOGO,C,Post
1443.366,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1443.633,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1443.633,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1444.665,UNB3_16_3,Wall,1,2582.2,NOGO,C,Post
1446.432,UNB3_16_3,Poke,1,2582.2,NOGO,C,Post
1448.736,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1449.002,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1449.265,UNB3_16_3,Scoot,1,2582.2,NOGO,C,Post
1452.834,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1458.46,UNB3_16_3,Poke,1,2582.2,NOGO,C,Post
1464.836,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1471.23,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1473.27,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1475.829,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1480.666,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1482.466,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1491.134,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1493.704,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1494.73,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1497.007,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1497.536,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1498.303,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1499.068,UNB3_16_3,Scoot,1,2582.2,NOGO,C,Post
1499.832,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1501.632,UNB3_16_3,Scoot,1,2582.2,NOGO,C,Post
1501.903,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1502.159,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1502.399,UNB3_16_3,Hop,1,2582.2,NOGO,C,Post
1502.904,UNB3_16_3,Wall,1,2582.2,NOGO,C,Post
1506.734,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1508.269,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1509.8,UNB3_16_3,Call,1,2582.2,NOGO,C,Post
1510.332,UNB3_16_3,Poke,1,2582.2,NOGO,C,During
1511.602,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1512.1,UNB3_16_3,Poke,1,2582.2,NOGO,C,During
1513.901,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1514.164,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1514.402,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1515.169,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1515.936,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1516.703,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1517.229,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1518.233,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1519.529,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1519.766,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1520.802,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1522.336,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1522.573,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1522.834,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1523.36,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1524.365,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1526.935,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1526.935,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1527.434,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1528.202,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1528.468,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1528.701,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1530.002,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1530.234,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1530.765,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1532.8,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1533.3,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1534.067,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1534.599,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1534.836,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1535.604,UNB3_16_3,Wall,1,2582.2,NOGO,C,During
1537.135,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1537.904,UNB3_16_3,Poke,1,2582.2,NOGO,C,During
1538.43,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1538.666,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1539.432,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1540.729,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1540.968,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1541.236,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1542.24,UNB3_16_3,Wall,1,2582.2,NOGO,C,During
1542.765,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1544.302,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1545.069,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1545.325,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1545.565,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1546.333,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1546.836,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1547.869,UNB3_16_3,Wall,1,2582.2,NOGO,C,During
1550.432,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1550.669,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1551.966,UNB3_16_3,Poke,1,2582.2,NOGO,C,During
1554.004,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1554.267,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1554.766,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1555.033,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1557.332,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1558.864,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1559.865,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1560.136,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1560.396,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1562.675,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1563.699,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1565.234,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1565.499,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1565.737,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1566.265,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1567.799,UNB3_16_3,Poke,1,2582.2,NOGO,C,During
1568.301,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1568.565,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1568.801,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1569.835,UNB3_16_3,Wall,1,2582.2,NOGO,C,During
1570.335,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1572.401,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1572.904,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1573.402,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1574.701,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1577.501,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1580.063,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1580.299,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1580.829,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1583.874,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1584.135,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1584.403,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1586.171,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1586.432,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1586.699,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1587.704,UNB3_16_3,Wall,1,2582.2,NOGO,C,During
1588.232,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1589.767,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1593.336,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1594.6,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1596.667,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1598.199,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1599.465,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1600.236,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1600.498,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1601.263,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1602.268,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1602.535,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1602.796,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1603.542,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1604.832,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1605.073,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1605.599,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1610.457,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1610.702,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1610.968,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1611.968,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1614.033,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1614.267,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1614.536,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1615.034,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1617.6,UNB3_16_3,Preen,1,2582.2,NOGO,C,During
1624.235,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1624.235,UNB3_16_3,Puff,1,2582.2,NOGO,C,During
1625.265,UNB3_16_3,Preen,1,2582.2,NOGO,C,During
1625.507,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1625.767,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1626.033,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1626.273,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1628.833,UNB3_16_3,Preen,1,2582.2,NOGO,C,During
1630.102,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1630.365,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1630.635,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1631.402,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1633.435,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1633.699,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1633.935,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1634.703,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1636.002,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1636.234,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1636.504,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1637.768,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1638.034,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1639.066,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1639.303,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1639.832,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1642.131,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1642.366,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1642.632,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1643.137,UNB3_16_3,Scoot,1,2582.2,NOGO,C,During
1643.664,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1644.166,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1644.406,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1645.941,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1646.97,UNB3_16_3,Wall,1,2582.2,NOGO,C,During
1647.473,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
1649.535,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1649.771,UNB3_16_3,Call,1,2582.2,NOGO,C,During
1650.033,UNB3_16_3,Hop,1,2582.2,NOGO,C,During
