"","BirdID","Bin","Stimulus","Correct","Cohort"
"1","294",0,"NO-GO",1,"Leiden"
"2","294",0,"GO",0,"Leiden"
"3","294",0,"NO-GO",1,"Leiden"
"4","294",0,"GO",0,"Leiden"
"5","294",0,"GO",1,"Leiden"
"6","294",0,"GO",0,"Leiden"
"7","294",0,"NO-GO",1,"Leiden"
"8","294",0,"GO",1,"Leiden"
"9","294",0,"NO-GO",0,"Leiden"
"10","294",0,"NO-GO",0,"Leiden"
"11","294",0,"GO",0,"Leiden"
"12","294",0,"GO",1,"Leiden"
"13","294",0,"GO",1,"Leiden"
"14","294",0,"NO-GO",0,"Leiden"
"15","294",0,"NO-GO",0,"Leiden"
"16","294",0,"NO-GO",1,"Leiden"
"17","294",0,"NO-GO",1,"Leiden"
"18","294",0,"GO",0,"Leiden"
"19","294",0,"GO",0,"Leiden"
"20","294",0,"NO-GO",1,"Leiden"
"21","294",0,"NO-GO",1,"Leiden"
"22","294",0,"NO-GO",1,"Leiden"
"23","294",0,"GO",0,"Leiden"
"24","294",0,"NO-GO",1,"Leiden"
"25","294",0,"GO",0,"Leiden"
"26","294",0,"NO-GO",1,"Leiden"
"27","294",0,"GO",0,"Leiden"
"28","294",0,"NO-GO",1,"Leiden"
"29","294",0,"NO-GO",1,"Leiden"
"30","294",0,"NO-GO",1,"Leiden"
"31","294",0,"GO",0,"Leiden"
"32","294",0,"GO",0,"Leiden"
"33","294",0,"NO-GO",0,"Leiden"
"34","294",0,"NO-GO",0,"Leiden"
"35","294",0,"NO-GO",1,"Leiden"
"36","294",0,"NO-GO",1,"Leiden"
"37","294",0,"GO",0,"Leiden"
"38","294",0,"GO",0,"Leiden"
"39","294",0,"GO",0,"Leiden"
"40","294",0,"NO-GO",1,"Leiden"
"41","294",0,"GO",0,"Leiden"
"42","294",0,"GO",0,"Leiden"
"43","294",0,"GO",0,"Leiden"
"44","294",0,"GO",0,"Leiden"
"45","294",0,"GO",0,"Leiden"
"46","294",0,"NO-GO",1,"Leiden"
"47","294",0,"GO",0,"Leiden"
"48","294",0,"NO-GO",1,"Leiden"
"49","294",0,"NO-GO",1,"Leiden"
"50","294",0,"GO",0,"Leiden"
"51","294",0,"GO",0,"Leiden"
"52","294",0,"NO-GO",1,"Leiden"
"53","294",0,"NO-GO",1,"Leiden"
"54","294",0,"GO",0,"Leiden"
"55","294",0,"NO-GO",1,"Leiden"
"56","294",0,"GO",0,"Leiden"
"57","294",0,"GO",0,"Leiden"
"58","294",0,"GO",0,"Leiden"
"59","294",0,"GO",0,"Leiden"
"60","294",0,"GO",0,"Leiden"
"61","294",0,"GO",0,"Leiden"
"62","294",0,"NO-GO",1,"Leiden"
"63","294",0,"GO",0,"Leiden"
"64","294",0,"NO-GO",1,"Leiden"
"65","294",0,"GO",0,"Leiden"
"66","294",0,"NO-GO",1,"Leiden"
"67","294",0,"GO",1,"Leiden"
"68","294",0,"GO",0,"Leiden"
"69","294",0,"NO-GO",1,"Leiden"
"70","294",0,"NO-GO",0,"Leiden"
"71","294",0,"GO",1,"Leiden"
"72","294",0,"NO-GO",0,"Leiden"
"73","294",0,"GO",1,"Leiden"
"74","294",0,"NO-GO",0,"Leiden"
"75","294",0,"GO",1,"Leiden"
"76","294",0,"NO-GO",0,"Leiden"
"77","294",0,"GO",1,"Leiden"
"78","294",0,"NO-GO",0,"Leiden"
"79","294",0,"NO-GO",0,"Leiden"
"80","294",0,"NO-GO",0,"Leiden"
"81","294",0,"NO-GO",1,"Leiden"
"82","294",0,"GO",0,"Leiden"
"83","294",0,"GO",1,"Leiden"
"84","294",0,"GO",1,"Leiden"
"85","294",0,"NO-GO",1,"Leiden"
"86","294",0,"NO-GO",0,"Leiden"
"87","294",0,"NO-GO",0,"Leiden"
"88","294",0,"NO-GO",1,"Leiden"
"89","294",0,"GO",0,"Leiden"
"90","294",0,"NO-GO",0,"Leiden"
"91","294",0,"NO-GO",1,"Leiden"
"92","294",0,"NO-GO",1,"Leiden"
"93","294",0,"GO",0,"Leiden"
"94","294",0,"GO",0,"Leiden"
"95","294",0,"NO-GO",1,"Leiden"
"96","294",0,"GO",1,"Leiden"
"97","294",0,"NO-GO",0,"Leiden"
"98","294",0,"GO",1,"Leiden"
"99","294",0,"GO",1,"Leiden"
"100","294",1,"GO",0,"Leiden"
"101","294",1,"GO",0,"Leiden"
"102","294",1,"GO",0,"Leiden"
"103","294",1,"GO",0,"Leiden"
"104","294",1,"NO-GO",0,"Leiden"
"105","294",1,"NO-GO",0,"Leiden"
"106","294",1,"NO-GO",0,"Leiden"
"107","294",1,"GO",1,"Leiden"
"108","294",1,"NO-GO",1,"Leiden"
"109","294",1,"GO",0,"Leiden"
"110","294",1,"NO-GO",1,"Leiden"
"111","294",1,"NO-GO",1,"Leiden"
"112","294",1,"NO-GO",0,"Leiden"
"113","294",1,"GO",0,"Leiden"
"114","294",1,"NO-GO",1,"Leiden"
"115","294",1,"NO-GO",1,"Leiden"
"116","294",1,"NO-GO",1,"Leiden"
"117","294",1,"GO",0,"Leiden"
"118","294",1,"NO-GO",1,"Leiden"
"119","294",1,"NO-GO",0,"Leiden"
"120","294",1,"NO-GO",1,"Leiden"
"121","294",1,"NO-GO",1,"Leiden"
"122","294",1,"GO",0,"Leiden"
"123","294",1,"NO-GO",1,"Leiden"
"124","294",1,"GO",0,"Leiden"
"125","294",1,"NO-GO",1,"Leiden"
"126","294",1,"GO",0,"Leiden"
"127","294",1,"NO-GO",1,"Leiden"
"128","294",1,"GO",0,"Leiden"
"129","294",1,"NO-GO",1,"Leiden"
"130","294",1,"NO-GO",1,"Leiden"
"131","294",1,"NO-GO",1,"Leiden"
"132","294",1,"NO-GO",1,"Leiden"
"133","294",1,"GO",1,"Leiden"
"134","294",1,"NO-GO",1,"Leiden"
"135","294",1,"NO-GO",0,"Leiden"
"136","294",1,"GO",1,"Leiden"
"137","294",1,"NO-GO",0,"Leiden"
"138","294",1,"GO",0,"Leiden"
"139","294",1,"GO",1,"Leiden"
"140","294",1,"NO-GO",1,"Leiden"
"141","294",1,"NO-GO",1,"Leiden"
"142","294",1,"NO-GO",0,"Leiden"
"143","294",1,"GO",1,"Leiden"
"144","294",1,"NO-GO",1,"Leiden"
"145","294",1,"NO-GO",0,"Leiden"
"146","294",1,"NO-GO",0,"Leiden"
"147","294",1,"GO",1,"Leiden"
"148","294",1,"GO",1,"Leiden"
"149","294",1,"NO-GO",0,"Leiden"
"150","294",1,"GO",1,"Leiden"
"151","294",1,"GO",1,"Leiden"
"152","294",1,"GO",1,"Leiden"
"153","294",1,"GO",1,"Leiden"
"154","294",1,"GO",1,"Leiden"
"155","294",1,"NO-GO",0,"Leiden"
"156","294",1,"NO-GO",0,"Leiden"
"157","294",1,"NO-GO",0,"Leiden"
"158","294",1,"GO",0,"Leiden"
"159","294",1,"GO",1,"Leiden"
"160","294",1,"GO",1,"Leiden"
"161","294",1,"GO",1,"Leiden"
"162","294",1,"NO-GO",0,"Leiden"
"163","294",1,"NO-GO",0,"Leiden"
"164","294",1,"GO",0,"Leiden"
"165","294",1,"GO",1,"Leiden"
"166","294",1,"GO",1,"Leiden"
"167","294",1,"GO",1,"Leiden"
"168","294",1,"GO",1,"Leiden"
"169","294",1,"GO",1,"Leiden"
"170","294",1,"GO",1,"Leiden"
"171","294",1,"NO-GO",0,"Leiden"
"172","294",1,"GO",1,"Leiden"
"173","294",1,"NO-GO",0,"Leiden"
"174","294",1,"NO-GO",0,"Leiden"
"175","294",1,"NO-GO",1,"Leiden"
"176","294",1,"NO-GO",0,"Leiden"
"177","294",1,"GO",0,"Leiden"
"178","294",1,"GO",1,"Leiden"
"179","294",1,"GO",1,"Leiden"
"180","294",1,"NO-GO",0,"Leiden"
"181","294",1,"GO",0,"Leiden"
"182","294",1,"GO",0,"Leiden"
"183","294",1,"GO",1,"Leiden"
"184","294",1,"GO",1,"Leiden"
"185","294",1,"NO-GO",0,"Leiden"
"186","294",1,"NO-GO",0,"Leiden"
"187","294",1,"NO-GO",0,"Leiden"
"188","294",1,"NO-GO",1,"Leiden"
"189","294",1,"NO-GO",1,"Leiden"
"190","294",1,"NO-GO",1,"Leiden"
"191","294",1,"GO",1,"Leiden"
"192","294",1,"NO-GO",0,"Leiden"
"193","294",1,"NO-GO",0,"Leiden"
"194","294",1,"GO",1,"Leiden"
"195","294",1,"NO-GO",0,"Leiden"
"196","294",1,"NO-GO",0,"Leiden"
"197","294",1,"GO",1,"Leiden"
"198","294",1,"NO-GO",0,"Leiden"
"199","294",1,"GO",0,"Leiden"
"200","294",2,"GO",0,"Leiden"
"201","294",2,"NO-GO",1,"Leiden"
"202","294",2,"GO",0,"Leiden"
"203","294",2,"GO",1,"Leiden"
"204","294",2,"NO-GO",0,"Leiden"
"205","294",2,"GO",1,"Leiden"
"206","294",2,"GO",0,"Leiden"
"207","294",2,"NO-GO",1,"Leiden"
"208","294",2,"NO-GO",1,"Leiden"
"209","294",2,"NO-GO",0,"Leiden"
"210","294",2,"NO-GO",1,"Leiden"
"211","294",2,"GO",1,"Leiden"
"212","294",2,"NO-GO",0,"Leiden"
"213","294",2,"GO",1,"Leiden"
"214","294",2,"NO-GO",0,"Leiden"
"215","294",2,"NO-GO",1,"Leiden"
"216","294",2,"GO",1,"Leiden"
"217","294",2,"NO-GO",0,"Leiden"
"218","294",2,"GO",1,"Leiden"
"219","294",2,"NO-GO",0,"Leiden"
"220","294",2,"NO-GO",0,"Leiden"
"221","294",2,"NO-GO",1,"Leiden"
"222","294",2,"GO",0,"Leiden"
"223","294",2,"NO-GO",1,"Leiden"
"224","294",2,"NO-GO",0,"Leiden"
"225","294",2,"NO-GO",1,"Leiden"
"226","294",2,"NO-GO",1,"Leiden"
"227","294",2,"NO-GO",1,"Leiden"
"228","294",2,"GO",1,"Leiden"
"229","294",2,"NO-GO",1,"Leiden"
"230","294",2,"NO-GO",0,"Leiden"
"231","294",2,"NO-GO",1,"Leiden"
"232","294",2,"NO-GO",0,"Leiden"
"233","294",2,"NO-GO",0,"Leiden"
"234","294",2,"GO",0,"Leiden"
"235","294",2,"NO-GO",1,"Leiden"
"236","294",2,"NO-GO",1,"Leiden"
"237","294",2,"GO",1,"Leiden"
"238","294",2,"NO-GO",0,"Leiden"
"239","294",2,"GO",0,"Leiden"
"240","294",2,"GO",1,"Leiden"
"241","294",2,"NO-GO",1,"Leiden"
"242","294",2,"NO-GO",0,"Leiden"
"243","294",2,"NO-GO",1,"Leiden"
"244","294",2,"NO-GO",0,"Leiden"
"245","294",2,"NO-GO",1,"Leiden"
"246","294",2,"NO-GO",1,"Leiden"
"247","294",2,"GO",1,"Leiden"
"248","294",2,"NO-GO",0,"Leiden"
"249","294",2,"GO",1,"Leiden"
"250","294",2,"GO",1,"Leiden"
"251","294",2,"GO",1,"Leiden"
"252","294",2,"GO",1,"Leiden"
"253","294",2,"NO-GO",0,"Leiden"
"254","294",2,"GO",1,"Leiden"
"255","294",2,"NO-GO",0,"Leiden"
"256","294",2,"GO",1,"Leiden"
"257","294",2,"GO",1,"Leiden"
"258","294",2,"NO-GO",0,"Leiden"
"259","294",2,"NO-GO",0,"Leiden"
"260","294",2,"NO-GO",0,"Leiden"
"261","294",2,"GO",0,"Leiden"
"262","294",2,"NO-GO",1,"Leiden"
"263","294",2,"GO",1,"Leiden"
"264","294",2,"GO",1,"Leiden"
"265","294",2,"NO-GO",0,"Leiden"
"266","294",2,"GO",1,"Leiden"
"267","294",2,"NO-GO",0,"Leiden"
"268","294",2,"GO",1,"Leiden"
"269","294",2,"GO",1,"Leiden"
"270","294",2,"GO",1,"Leiden"
"271","294",2,"GO",1,"Leiden"
"272","294",2,"GO",0,"Leiden"
"273","294",2,"NO-GO",0,"Leiden"
"274","294",2,"NO-GO",0,"Leiden"
"275","294",2,"GO",1,"Leiden"
"276","294",2,"NO-GO",0,"Leiden"
"277","294",2,"GO",1,"Leiden"
"278","294",2,"GO",1,"Leiden"
"279","294",2,"GO",1,"Leiden"
"280","294",2,"GO",1,"Leiden"
"281","294",2,"GO",1,"Leiden"
"282","294",2,"GO",1,"Leiden"
"283","294",2,"GO",1,"Leiden"
"284","294",2,"GO",1,"Leiden"
"285","294",2,"GO",1,"Leiden"
"286","294",2,"GO",1,"Leiden"
"287","294",2,"NO-GO",0,"Leiden"
"288","294",2,"GO",1,"Leiden"
"289","294",2,"GO",1,"Leiden"
"290","294",2,"NO-GO",1,"Leiden"
"291","294",2,"NO-GO",0,"Leiden"
"292","294",2,"GO",0,"Leiden"
"293","294",2,"NO-GO",0,"Leiden"
"294","294",2,"NO-GO",1,"Leiden"
"295","294",2,"GO",0,"Leiden"
"296","294",2,"NO-GO",1,"Leiden"
"297","294",2,"NO-GO",0,"Leiden"
"298","294",2,"GO",0,"Leiden"
"299","294",2,"GO",0,"Leiden"
"300","294",3,"NO-GO",1,"Leiden"
"301","294",3,"GO",1,"Leiden"
"302","294",3,"NO-GO",1,"Leiden"
"303","294",3,"NO-GO",1,"Leiden"
"304","294",3,"GO",0,"Leiden"
"305","294",3,"NO-GO",1,"Leiden"
"306","294",3,"NO-GO",1,"Leiden"
"307","294",3,"GO",1,"Leiden"
"308","294",3,"GO",1,"Leiden"
"309","294",3,"GO",1,"Leiden"
"310","294",3,"NO-GO",0,"Leiden"
"311","294",3,"NO-GO",0,"Leiden"
"312","294",3,"NO-GO",1,"Leiden"
"313","294",3,"GO",0,"Leiden"
"314","294",3,"NO-GO",0,"Leiden"
"315","294",3,"NO-GO",1,"Leiden"
"316","294",3,"NO-GO",1,"Leiden"
"317","294",3,"NO-GO",1,"Leiden"
"318","294",3,"GO",0,"Leiden"
"319","294",3,"NO-GO",1,"Leiden"
"320","294",3,"GO",1,"Leiden"
"321","294",3,"NO-GO",0,"Leiden"
"322","294",3,"GO",1,"Leiden"
"323","294",3,"GO",1,"Leiden"
"324","294",3,"GO",1,"Leiden"
"325","294",3,"GO",1,"Leiden"
"326","294",3,"NO-GO",0,"Leiden"
"327","294",3,"GO",1,"Leiden"
"328","294",3,"NO-GO",0,"Leiden"
"329","294",3,"NO-GO",0,"Leiden"
"330","294",3,"GO",1,"Leiden"
"331","294",3,"GO",1,"Leiden"
"332","294",3,"GO",1,"Leiden"
"333","294",3,"GO",1,"Leiden"
"334","294",3,"GO",1,"Leiden"
"335","294",3,"NO-GO",0,"Leiden"
"336","294",3,"GO",0,"Leiden"
"337","294",3,"GO",0,"Leiden"
"338","294",3,"GO",0,"Leiden"
"339","294",3,"NO-GO",1,"Leiden"
"340","294",3,"GO",1,"Leiden"
"341","294",3,"NO-GO",0,"Leiden"
"342","294",3,"GO",1,"Leiden"
"343","294",3,"NO-GO",0,"Leiden"
"344","294",3,"NO-GO",0,"Leiden"
"345","294",3,"GO",0,"Leiden"
"346","294",3,"GO",1,"Leiden"
"347","294",3,"GO",0,"Leiden"
"348","294",3,"GO",0,"Leiden"
"349","294",3,"NO-GO",1,"Leiden"
"350","294",3,"GO",1,"Leiden"
"351","294",3,"GO",1,"Leiden"
"352","294",3,"GO",1,"Leiden"
"353","294",3,"NO-GO",0,"Leiden"
"354","294",3,"GO",1,"Leiden"
"355","294",3,"NO-GO",0,"Leiden"
"356","294",3,"NO-GO",1,"Leiden"
"357","294",3,"NO-GO",0,"Leiden"
"358","294",3,"GO",0,"Leiden"
"359","294",3,"NO-GO",1,"Leiden"
"360","294",3,"GO",1,"Leiden"
"361","294",3,"NO-GO",0,"Leiden"
"362","294",3,"GO",1,"Leiden"
"363","294",3,"NO-GO",0,"Leiden"
"364","294",3,"GO",1,"Leiden"
"365","294",3,"NO-GO",0,"Leiden"
"366","294",3,"GO",1,"Leiden"
"367","294",3,"GO",1,"Leiden"
"368","294",3,"NO-GO",0,"Leiden"
"369","294",3,"NO-GO",1,"Leiden"
"370","294",3,"GO",1,"Leiden"
"371","294",3,"GO",0,"Leiden"
"372","294",3,"NO-GO",1,"Leiden"
"373","294",3,"NO-GO",0,"Leiden"
"374","294",3,"GO",0,"Leiden"
"375","294",3,"NO-GO",1,"Leiden"
"376","294",3,"NO-GO",0,"Leiden"
"377","294",3,"GO",1,"Leiden"
"378","294",3,"GO",1,"Leiden"
"379","294",3,"NO-GO",1,"Leiden"
"380","294",3,"GO",1,"Leiden"
"381","294",3,"NO-GO",0,"Leiden"
"382","294",3,"NO-GO",0,"Leiden"
"383","294",3,"NO-GO",0,"Leiden"
"384","294",3,"GO",0,"Leiden"
"385","294",3,"GO",1,"Leiden"
"386","294",3,"NO-GO",0,"Leiden"
"387","294",3,"NO-GO",0,"Leiden"
"388","294",3,"NO-GO",1,"Leiden"
"389","294",3,"GO",1,"Leiden"
"390","294",3,"GO",1,"Leiden"
"391","294",3,"GO",1,"Leiden"
"392","294",3,"NO-GO",1,"Leiden"
"393","294",3,"GO",0,"Leiden"
"394","294",3,"NO-GO",0,"Leiden"
"395","294",3,"GO",1,"Leiden"
"396","294",3,"NO-GO",0,"Leiden"
"397","294",3,"GO",1,"Leiden"
"398","294",3,"GO",1,"Leiden"
"399","294",3,"NO-GO",0,"Leiden"
"400","294",4,"NO-GO",1,"Leiden"
"401","294",4,"GO",1,"Leiden"
"402","294",4,"GO",1,"Leiden"
"403","294",4,"NO-GO",0,"Leiden"
"404","294",4,"GO",1,"Leiden"
"405","294",4,"NO-GO",0,"Leiden"
"406","294",4,"NO-GO",1,"Leiden"
"407","294",4,"GO",1,"Leiden"
"408","294",4,"NO-GO",0,"Leiden"
"409","294",4,"GO",1,"Leiden"
"410","294",4,"GO",1,"Leiden"
"411","294",4,"GO",1,"Leiden"
"412","294",4,"NO-GO",1,"Leiden"
"413","294",4,"NO-GO",0,"Leiden"
"414","294",4,"NO-GO",0,"Leiden"
"415","294",4,"GO",1,"Leiden"
"416","294",4,"GO",1,"Leiden"
"417","294",4,"NO-GO",0,"Leiden"
"418","294",4,"GO",1,"Leiden"
"419","294",4,"NO-GO",0,"Leiden"
"420","294",4,"NO-GO",1,"Leiden"
"421","294",4,"NO-GO",1,"Leiden"
"422","294",4,"NO-GO",1,"Leiden"
"423","294",4,"NO-GO",1,"Leiden"
"424","294",4,"NO-GO",1,"Leiden"
"425","294",4,"NO-GO",1,"Leiden"
"426","294",4,"GO",1,"Leiden"
"427","294",4,"NO-GO",0,"Leiden"
"428","294",4,"NO-GO",1,"Leiden"
"429","294",4,"GO",0,"Leiden"
"430","294",4,"NO-GO",0,"Leiden"
"431","294",4,"NO-GO",1,"Leiden"
"432","294",4,"NO-GO",0,"Leiden"
"433","294",4,"GO",1,"Leiden"
"434","294",4,"GO",1,"Leiden"
"435","294",4,"NO-GO",1,"Leiden"
"436","294",4,"GO",1,"Leiden"
"437","294",4,"NO-GO",1,"Leiden"
"438","294",4,"GO",1,"Leiden"
"439","294",4,"GO",1,"Leiden"
"440","294",4,"GO",1,"Leiden"
"441","294",4,"GO",1,"Leiden"
"442","294",4,"NO-GO",1,"Leiden"
"443","294",4,"GO",1,"Leiden"
"444","294",4,"NO-GO",0,"Leiden"
"445","294",4,"GO",1,"Leiden"
"446","294",4,"GO",1,"Leiden"
"447","294",4,"GO",1,"Leiden"
"448","294",4,"NO-GO",0,"Leiden"
"449","294",4,"NO-GO",1,"Leiden"
"450","294",4,"GO",1,"Leiden"
"451","294",4,"NO-GO",0,"Leiden"
"452","294",4,"NO-GO",0,"Leiden"
"453","294",4,"GO",1,"Leiden"
"454","294",4,"NO-GO",0,"Leiden"
"455","294",4,"NO-GO",1,"Leiden"
"456","294",4,"NO-GO",1,"Leiden"
"457","294",4,"NO-GO",0,"Leiden"
"458","294",4,"NO-GO",0,"Leiden"
"459","294",4,"NO-GO",1,"Leiden"
"460","294",4,"GO",1,"Leiden"
"461","294",4,"NO-GO",0,"Leiden"
"462","294",4,"GO",1,"Leiden"
"463","294",4,"NO-GO",1,"Leiden"
"464","294",4,"GO",1,"Leiden"
"465","294",4,"GO",1,"Leiden"
"466","294",4,"NO-GO",1,"Leiden"
"467","294",4,"NO-GO",0,"Leiden"
"468","294",4,"NO-GO",0,"Leiden"
"469","294",4,"NO-GO",1,"Leiden"
"470","294",4,"GO",1,"Leiden"
"471","294",4,"GO",1,"Leiden"
"472","294",4,"GO",1,"Leiden"
"473","294",4,"GO",1,"Leiden"
"474","294",4,"GO",1,"Leiden"
"475","294",4,"NO-GO",0,"Leiden"
"476","294",4,"GO",1,"Leiden"
"477","294",4,"GO",1,"Leiden"
"478","294",4,"GO",1,"Leiden"
"479","294",4,"GO",1,"Leiden"
"480","294",4,"NO-GO",1,"Leiden"
"481","294",4,"GO",1,"Leiden"
"482","294",4,"GO",1,"Leiden"
"483","294",4,"GO",1,"Leiden"
"484","294",4,"GO",1,"Leiden"
"485","294",4,"GO",1,"Leiden"
"486","294",4,"GO",1,"Leiden"
"487","294",4,"GO",1,"Leiden"
"488","294",4,"NO-GO",1,"Leiden"
"489","294",4,"GO",1,"Leiden"
"490","294",4,"GO",1,"Leiden"
"491","294",4,"NO-GO",0,"Leiden"
"492","294",4,"GO",1,"Leiden"
"493","294",4,"GO",1,"Leiden"
"494","294",4,"NO-GO",1,"Leiden"
"495","294",4,"GO",1,"Leiden"
"496","294",4,"NO-GO",1,"Leiden"
"497","294",4,"GO",0,"Leiden"
"498","294",4,"NO-GO",1,"Leiden"
"499","294",4,"GO",1,"Leiden"
"500","294",5,"GO",1,"Leiden"
"501","294",5,"GO",1,"Leiden"
"502","294",5,"NO-GO",1,"Leiden"
"503","294",5,"NO-GO",0,"Leiden"
"504","294",5,"GO",0,"Leiden"
"505","294",5,"NO-GO",0,"Leiden"
"506","294",5,"NO-GO",0,"Leiden"
"507","294",5,"GO",1,"Leiden"
"508","294",5,"NO-GO",1,"Leiden"
"509","294",5,"GO",1,"Leiden"
"510","294",5,"GO",1,"Leiden"
"511","294",5,"NO-GO",1,"Leiden"
"512","294",5,"NO-GO",1,"Leiden"
"513","294",5,"GO",1,"Leiden"
"514","294",5,"NO-GO",1,"Leiden"
"515","294",5,"NO-GO",1,"Leiden"
"516","294",5,"NO-GO",1,"Leiden"
"517","294",5,"GO",1,"Leiden"
"518","294",5,"NO-GO",1,"Leiden"
"519","294",5,"NO-GO",1,"Leiden"
"520","294",5,"GO",1,"Leiden"
"521","294",5,"NO-GO",0,"Leiden"
"522","294",5,"NO-GO",1,"Leiden"
"523","294",5,"GO",1,"Leiden"
"524","294",5,"NO-GO",1,"Leiden"
"525","294",5,"GO",1,"Leiden"
"526","294",5,"NO-GO",0,"Leiden"
"527","294",5,"GO",1,"Leiden"
"528","294",5,"NO-GO",1,"Leiden"
"529","294",5,"NO-GO",1,"Leiden"
"530","294",5,"GO",1,"Leiden"
"531","294",5,"GO",1,"Leiden"
"532","294",5,"NO-GO",1,"Leiden"
"533","294",5,"GO",1,"Leiden"
"534","294",5,"NO-GO",1,"Leiden"
"535","294",5,"NO-GO",1,"Leiden"
"536","294",5,"NO-GO",1,"Leiden"
"537","294",5,"NO-GO",1,"Leiden"
"538","294",5,"NO-GO",0,"Leiden"
"539","294",5,"NO-GO",0,"Leiden"
"540","294",5,"GO",1,"Leiden"
"541","294",5,"NO-GO",0,"Leiden"
"542","294",5,"NO-GO",0,"Leiden"
"543","294",5,"GO",1,"Leiden"
"544","294",5,"GO",1,"Leiden"
"545","294",5,"GO",1,"Leiden"
"546","294",5,"GO",1,"Leiden"
"547","294",5,"GO",1,"Leiden"
"548","294",5,"NO-GO",0,"Leiden"
"549","294",5,"NO-GO",0,"Leiden"
"550","294",5,"NO-GO",1,"Leiden"
"551","294",5,"GO",0,"Leiden"
"552","294",5,"NO-GO",1,"Leiden"
"553","294",5,"NO-GO",1,"Leiden"
"554","294",5,"GO",1,"Leiden"
"555","294",5,"GO",1,"Leiden"
"556","294",5,"GO",1,"Leiden"
"557","294",5,"NO-GO",1,"Leiden"
"558","294",5,"NO-GO",1,"Leiden"
"559","294",5,"NO-GO",1,"Leiden"
"560","294",5,"NO-GO",1,"Leiden"
"561","294",5,"NO-GO",0,"Leiden"
"562","294",5,"GO",1,"Leiden"
"563","294",5,"NO-GO",0,"Leiden"
"564","294",5,"GO",1,"Leiden"
"565","294",5,"GO",1,"Leiden"
"566","294",5,"GO",1,"Leiden"
"567","294",5,"GO",1,"Leiden"
"568","294",5,"GO",1,"Leiden"
"569","294",5,"NO-GO",0,"Leiden"
"570","294",5,"NO-GO",1,"Leiden"
"571","294",5,"NO-GO",1,"Leiden"
"572","294",5,"GO",1,"Leiden"
"573","294",5,"NO-GO",1,"Leiden"
"574","294",5,"GO",1,"Leiden"
"575","294",5,"GO",1,"Leiden"
"576","294",5,"NO-GO",1,"Leiden"
"577","294",5,"GO",1,"Leiden"
"578","294",5,"GO",1,"Leiden"
"579","294",5,"GO",1,"Leiden"
"580","294",5,"NO-GO",1,"Leiden"
"581","294",5,"NO-GO",1,"Leiden"
"582","294",5,"NO-GO",0,"Leiden"
"583","294",5,"NO-GO",1,"Leiden"
"584","294",5,"GO",1,"Leiden"
"585","294",5,"NO-GO",1,"Leiden"
"586","294",5,"GO",1,"Leiden"
"587","294",5,"NO-GO",0,"Leiden"
"588","294",5,"NO-GO",1,"Leiden"
"589","294",5,"NO-GO",1,"Leiden"
"590","294",5,"GO",1,"Leiden"
"591","294",5,"GO",1,"Leiden"
"592","294",5,"GO",1,"Leiden"
"593","294",5,"GO",1,"Leiden"
"594","294",5,"GO",1,"Leiden"
"595","294",5,"NO-GO",1,"Leiden"
"596","294",5,"NO-GO",1,"Leiden"
"597","294",5,"GO",1,"Leiden"
"598","294",5,"GO",1,"Leiden"
"599","294",5,"NO-GO",1,"Leiden"
"600","294",6,"NO-GO",1,"Leiden"
"601","294",6,"NO-GO",1,"Leiden"
"602","294",6,"NO-GO",1,"Leiden"
"603","294",6,"NO-GO",1,"Leiden"
"604","294",6,"NO-GO",0,"Leiden"
"605","294",6,"GO",1,"Leiden"
"606","294",6,"NO-GO",1,"Leiden"
"607","294",6,"GO",1,"Leiden"
"608","294",6,"GO",1,"Leiden"
"609","294",6,"NO-GO",1,"Leiden"
"610","294",6,"NO-GO",0,"Leiden"
"611","294",6,"GO",1,"Leiden"
"612","294",6,"GO",1,"Leiden"
"613","294",6,"NO-GO",1,"Leiden"
"614","294",6,"GO",1,"Leiden"
"615","294",6,"GO",1,"Leiden"
"616","294",6,"NO-GO",1,"Leiden"
"617","294",6,"NO-GO",1,"Leiden"
"618","294",6,"GO",1,"Leiden"
"619","294",6,"GO",1,"Leiden"
"620","294",6,"GO",1,"Leiden"
"621","294",6,"GO",1,"Leiden"
"622","294",6,"GO",1,"Leiden"
"623","294",6,"NO-GO",1,"Leiden"
"624","294",6,"GO",1,"Leiden"
"625","294",6,"NO-GO",1,"Leiden"
"626","294",6,"GO",1,"Leiden"
"627","294",6,"GO",1,"Leiden"
"628","294",6,"GO",1,"Leiden"
"629","294",6,"NO-GO",1,"Leiden"
"630","294",6,"NO-GO",1,"Leiden"
"631","294",6,"NO-GO",1,"Leiden"
"632","294",6,"GO",1,"Leiden"
"633","294",6,"NO-GO",1,"Leiden"
"634","294",6,"GO",1,"Leiden"
"635","294",6,"GO",1,"Leiden"
"636","294",6,"GO",1,"Leiden"
"637","294",6,"GO",1,"Leiden"
"638","294",6,"NO-GO",1,"Leiden"
"639","294",6,"NO-GO",1,"Leiden"
"640","294",6,"GO",1,"Leiden"
"641","294",6,"GO",1,"Leiden"
"642","294",6,"NO-GO",1,"Leiden"
"643","294",6,"GO",1,"Leiden"
"644","294",6,"NO-GO",1,"Leiden"
"645","294",6,"NO-GO",1,"Leiden"
"646","294",6,"GO",1,"Leiden"
"647","294",6,"GO",1,"Leiden"
"648","294",6,"NO-GO",1,"Leiden"
"649","294",6,"NO-GO",0,"Leiden"
